_id,failedAttempts,oracleEquivalenceMap.2,oracleEquivalenceMap.3,oracleEquivalenceMap.4,oracleEquivalenceMap.8,oracleEquivalenceMap.5,oracleEquivalenceMap.6,oracleEquivalenceMap.7,oracleEquivalenceMap.1
68e08a6b2c48416419f4a987,20,5,4,2,4,2,3,2,
68e08acd2c48416419f4a98a,18,6,6,6,6,2,2,2,
68e092472c48416419f4a992,9,7,7,6,7,1,1,1,
68e0943e2c48416419f4a997,9,18,12,12,12,8,12,11,1
68e0964d2c48416419f4a99d,7,5,5,5,6,3,3,3,1
68e097d82c48416419f4a99e,10,4,4,4,4,1,1,,
68e099352c48416419f4a9a1,12,1,1,1,1,,,,
68e09d482c48416419f4a9a7,6,3,2,2,1,,1,1,
68e09fec2c48416419f4a9a9,4,15,9,10,10,4,6,7,2
68e0a2842c48416419f4a9ae,31,6,6,6,6,2,2,2,1
68e0a7762c48416419f4a9b4,3,9,5,4,5,3,5,5,
68e0a85a2c48416419f4a9b5,3,1,1,1,1,,,,
68e0ad742c48416419f4a9bb,1,4,4,4,4,3,3,3,3
68e0b14b2c48416419f4a9c2,6,2,2,2,2,,,,
68e0b6442c48416419f4a9c8,22,1,1,1,1,,,,
68e0b8342c48416419f4a9cd,17,8,8,7,7,1,2,1,1
68e0bb742c48416419f4a9d3,8,1,1,1,1,,,,
68e0bb9a2c48416419f4a9d4,5,11,8,8,8,4,5,6,
68e0bcd52c48416419f4a9d6,9,2,2,2,2,,,,
68e0bd682c48416419f4a9d7,5,7,6,5,6,2,3,2,
68e0be512c48416419f4a9db,4,6,6,5,6,1,1,1,
68e0be902c48416419f4a9dc,8,1,1,1,1,,,,
68e0bed02c48416419f4a9dd,0,4,4,4,5,3,3,3,3
68e0c4d62c48416419f4a9e9,15,7,5,4,4,1,3,2,
68e0c6492c48416419f4a9ec,8,1,1,1,1,,,,
68e0c7052c48416419f4a9ed,4,7,4,4,5,2,3,3,
68e0cb0e2c48416419f4a9fa,3,5,5,5,5,,,,
68e0cbbd2c48416419f4a9fc,7,6,4,4,4,1,2,2,
68e0cc7a2c48416419f4a9ff,3,7,5,5,4,1,2,3,
68e0cfb72c48416419f4aa08,7,3,3,1,1,,2,,
68e0cfc92c48416419f4aa0a,9,1,1,1,1,,,,
68e0d0622c48416419f4aa0c,10,9,9,9,9,,,,
68e0d1642c48416419f4aa10,5,6,4,3,3,1,3,2,
68e0d3262c48416419f4aa14,2,7,5,4,5,3,5,4,2
68e0d38c2c48416419f4aa16,16,3,3,3,3,,,,
68e0d5692c48416419f4aa1a,13,4,4,3,4,3,3,3,
68e0d6d82c48416419f4aa1d,32,1,1,1,1,,,,
68e0deaa2c48416419f4aa28,3,3,3,1,4,2,2,2,
68e0dff32c48416419f4aa2b,6,,,,,,,,
68e0e3e72c48416419f4aa34,13,5,5,5,5,,,,
68e0e52c2c48416419f4aa37,15,12,8,12,11,7,7,8,3
68e0e6c32c48416419f4aa3d,4,5,5,5,5,2,2,2,
68e0e7ee2c48416419f4aa3f,6,10,6,2,9,7,8,7,
68e0ec8c2c48416419f4aa46,0,15,9,9,10,3,6,6,1
68e0eceb2c48416419f4aa47,11,,,,,,,,
68e0ede62c48416419f4aa4b,8,4,3,3,2,,1,1,
68e0efb72c48416419f4aa4e,1,17,11,14,13,8,9,12,6
68e0f3da2c48416419f4aa58,9,5,4,4,3,,1,1,
68e0f4d92c48416419f4aa59,8,14,11,10,9,3,6,5,2
68e0f5ed2c48416419f4aa5a,3,13,10,4,6,3,9,5,
68e0f7d82c48416419f4aa5e,3,3,3,2,3,1,1,1,
68e0f8582c48416419f4aa5f,8,9,6,6,8,3,4,4,1
68e0f8b32c48416419f4aa61,12,2,2,1,1,,1,,
68e0f93e2c48416419f4aa62,7,5,3,3,3,1,2,2,
68e0f99d2c48416419f4aa63,6,6,6,6,6,1,1,1,
68e0fc022c48416419f4aa66,7,6,6,5,8,4,5,4,1
68e0fc792c48416419f4aa67,1,6,5,4,7,3,3,3,1
68e101d72c48416419f4aa6c,9,1,1,1,1,,,,
68e102f22c48416419f4aa70,2,1,1,1,1,,,,
68e104452c48416419f4aa72,8,5,3,3,3,1,2,2,
68e109c12c48416419f4aa75,3,26,24,20,26,20,22,20,17
68e10f922c48416419f4aa7a,5,3,3,3,3,,,,
68e112372c48416419f4aa7b,16,56,50,43,48,35,42,36,34
68e113ed2c48416419f4aa7d,13,12,10,9,9,1,3,2,
68e127672c48416419f4aa82,1,1,1,1,1,,,,
68e144b02c48416419f4aa88,2,9,8,8,10,1,2,2,
68e149522c48416419f4aa8a,11,1,1,1,1,,,,
68e1635e2c48416419f4aa8e,2,6,6,5,5,2,3,2,1
68e168182c48416419f4aa8f,4,1,1,1,1,,,,
68e1783b2c48416419f4aa92,6,7,5,4,5,2,4,3,
68e1909e2c48416419f4aa9b,0,1,1,1,1,,,,
68e195172c48416419f4aa9e,8,4,3,3,6,2,2,2,
68e1a1182c48416419f4aaa6,8,5,4,4,8,1,1,1,2
68e1a4912c48416419f4aaa7,5,8,7,8,9,3,3,2,3
68e1a9ab2c48416419f4aaad,3,8,5,5,6,3,4,4,2
68e1ada02c48416419f4aab6,3,7,6,5,6,2,3,2,
68e1ae7c2c48416419f4aab7,12,3,2,2,1,,1,1,
68e1af422c48416419f4aab8,3,3,3,2,2,,1,,
68e1b02d2c48416419f4aabd,4,1,1,1,1,,,,
68e1b3832c48416419f4aac2,0,14,5,12,8,5,7,10,3
68e1b7db2c48416419f4aac7,2,,,,,,,,
68e1b7e12c48416419f4aac8,8,5,4,4,7,2,2,2,2
68e1b9382c48416419f4aacb,6,1,1,1,1,,,,
68e1b9642c48416419f4aacc,3,5,5,1,5,4,4,4,
68e1bd672c48416419f4aad2,4,3,2,2,1,,1,1,
68e1bda32c48416419f4aad4,1,6,4,2,4,2,4,3,1
68e1be352c48416419f4aad5,4,6,6,5,5,,1,,
68e1c0972c48416419f4aad7,11,2,2,2,2,,,,
68e1c7012c48416419f4aae2,7,6,4,3,4,2,3,3,
68e1c7f62c48416419f4aae6,21,1,1,1,1,,,,
68e1cae02c48416419f4aaf0,5,7,6,6,5,3,4,4,3
68e1caed2c48416419f4aaf1,17,4,4,2,3,1,3,1,1
68e1cd072c48416419f4aaf4,0,2,2,2,2,,,,
68e1cec02c48416419f4aaf8,3,5,5,5,6,2,2,2,1
68e1d1472c48416419f4aafe,4,7,6,7,7,3,3,3,3
68e1d3a62c48416419f4ab02,7,4,4,4,4,3,3,3,
68e1d4362c48416419f4ab07,18,9,7,7,7,4,5,5,
68e1d4782c48416419f4ab08,5,6,4,3,5,2,3,3,
68e1d4b52c48416419f4ab09,2,4,3,2,2,1,2,2,
68e1d5d92c48416419f4ab0b,5,8,7,7,8,4,4,3,2
68e1d7e42c48416419f4ab10,16,4,3,3,4,1,1,1,
68e1da9a2c48416419f4ab13,4,1,1,1,1,,,,
68e1db5a2c48416419f4ab16,1,7,5,5,5,1,2,2,
68e1dd2b2c48416419f4ab1b,5,13,12,11,11,,2,1,
68e1de8c2c48416419f4ab21,14,1,1,1,1,,,,
68e1dfec2c48416419f4ab25,2,9,7,5,6,2,4,3,
68e1e1ac2c48416419f4ab2a,9,3,3,3,3,,,,
68e1e1e82c48416419f4ab2b,2,24,22,21,22,11,12,12,6
68e1e20a2c48416419f4ab2c,4,6,3,5,3,2,3,4,
68e1e2622c48416419f4ab2d,4,1,1,1,1,,,,
68e1e32f2c48416419f4ab2f,3,7,5,5,5,2,3,3,
68e1e4342c48416419f4ab32,7,4,4,4,4,1,1,1,
68e1e6402c48416419f4ab36,3,6,4,4,5,2,3,3,1
68e1ea422c48416419f4ab3f,20,1,1,1,1,,,,
68e1eac82c48416419f4ab40,3,12,9,8,9,4,6,5,
68e1eace2c48416419f4ab41,2,10,7,6,6,1,4,3,
68e1ee672c48416419f4ab46,10,10,8,5,9,5,7,6,
68e1f02f2c48416419f4ab4d,6,8,5,5,4,1,3,3,
68e1f0572c48416419f4ab4e,13,4,4,4,4,,,,
68e1f1562c48416419f4ab51,4,15,11,12,12,3,7,6,1
68e1f23b2c48416419f4ab52,13,9,9,9,9,5,5,5,4
68e1f63d2c48416419f4ab59,5,7,4,4,4,3,4,5,
68e1fb062c48416419f4ab72,20,2,2,2,2,1,1,1,
68e1fb772c48416419f4ab73,24,4,4,4,4,1,1,1,1
68e1fd862c48416419f4ab79,4,18,17,16,16,6,9,7,6
68e1fe692c48416419f4ab7a,6,6,6,6,6,,,,
68e1fe702c48416419f4ab7b,16,11,11,11,11,9,9,9,3
68e1fea32c48416419f4ab7d,1,10,9,7,10,7,8,7,1
68e1ff4e2c48416419f4ab7f,16,3,3,1,2,1,2,1,
68e200c92c48416419f4ab81,11,8,5,5,6,2,3,3,
68e200f32c48416419f4ab82,7,1,1,1,1,,,,
68e201862c48416419f4ab85,6,18,13,16,12,5,7,10,7
68e202262c48416419f4ab86,2,2,2,2,2,,,,
68e204732c48416419f4ab8b,10,11,11,11,11,,,,
68e204e62c48416419f4ab8d,12,5,4,4,3,,1,1,
68e20ac82c48416419f4ab96,4,10,9,6,7,1,4,1,
68e211902c48416419f4aba1,6,,,,,,,,
68e212052c48416419f4aba4,20,16,14,15,13,,1,2,
68e213f02c48416419f4aba5,27,1,1,1,1,,,,
68e214ef2c48416419f4aba8,5,14,13,12,14,8,9,7,7
68e218c92c48416419f4abb1,5,1,1,1,1,,,,
68e21af52c48416419f4abb4,11,3,3,3,3,1,1,1,
68e21bd92c48416419f4abb6,13,4,4,4,4,1,1,1,
68e21d582c48416419f4abb7,8,6,6,6,6,,,,
68e221e52c48416419f4abbe,1,,,,,,,,
68e2239c2c48416419f4abc3,0,,,,,,,,
68e225162c48416419f4abca,16,9,7,6,7,2,3,3,
68e225cc2c48416419f4abcd,6,24,21,16,19,5,13,6,5
68e226cd2c48416419f4abd0,10,8,5,6,6,2,3,3,
68e22c6a2c48416419f4abdd,5,4,4,4,4,1,1,1,
68e22f1e2c48416419f4abe4,15,16,14,7,10,5,10,6,
68e22f3f2c48416419f4abe6,2,4,3,3,2,1,2,2,1
68e230772c48416419f4abea,8,5,5,4,4,,1,,
68e231392c48416419f4abed,3,19,15,15,17,8,9,9,3
68e233712c48416419f4abf0,4,7,6,3,8,2,5,3,1
68e233962c48416419f4abf1,2,4,4,3,3,,1,,
68e233a62c48416419f4abf2,17,2,2,2,2,1,1,,1
68e235ba2c48416419f4abf5,10,,,,,,,,
68e235ce2c48416419f4abf6,17,4,4,4,4,,,,
68e236052c48416419f4abf7,7,1,1,1,1,,,,
68e237e22c48416419f4abfb,12,1,1,1,1,,,,
68e23e052c48416419f4ac0d,7,8,8,7,7,3,4,4,2
68e23e8c2c48416419f4ac0e,15,9,7,7,5,1,3,3,
68e240bb2c48416419f4ac0f,12,6,4,5,4,2,3,3,
68e245db2c48416419f4ac16,9,1,1,1,1,,,,
68e246452c48416419f4ac17,6,2,2,2,2,,,,
68e248b92c48416419f4ac22,3,8,5,3,7,4,5,4,
68e249f72c48416419f4ac27,3,2,2,2,2,,,,
68e24a4f2c48416419f4ac29,3,1,1,1,1,,,,
68e24c9c2c48416419f4ac2f,13,1,1,1,1,,,,
68e24d962c48416419f4ac31,17,1,1,1,1,,,,
68e24f5b2c48416419f4ac35,10,,,,,,,,
68e24f702c48416419f4ac36,2,8,6,5,6,2,3,3,
68e2527d2c48416419f4ac3e,18,3,3,3,3,,,,
68e254142c48416419f4ac41,12,3,3,2,2,,1,,
68e254342c48416419f4ac42,16,1,1,1,1,,,,
68e254bc2c48416419f4ac44,3,7,5,5,6,3,4,4,2
68e257202c48416419f4ac48,0,,,,,,,,
68e259562c48416419f4ac4e,2,4,3,4,4,2,2,3,3
68e25c9a2c48416419f4ac55,18,10,9,7,9,2,4,2,
68e25ce92c48416419f4ac56,6,2,2,2,2,,,,
68e25e202c48416419f4ac5a,9,11,8,8,8,4,5,6,
68e2628d2c48416419f4ac65,7,4,2,2,2,1,2,2,
68e263672c48416419f4ac67,14,,,,,,,,
68e267d42c48416419f4ac6a,3,1,1,1,1,,,,
68e2681b2c48416419f4ac6b,4,7,7,7,7,2,1,2,1
68e26b8f2c48416419f4ac6e,10,3,3,1,2,1,2,1,
68e26c7b2c48416419f4ac70,33,5,4,5,4,2,2,3,1
68e26d032c48416419f4ac71,0,,,,,,,,
68e276e22c48416419f4ac78,4,13,12,11,12,5,6,5,9
68e284bb2c48416419f4ac81,4,9,6,5,7,3,5,4,1
68e287282c48416419f4ac82,2,1,1,1,1,,,,
68e290252c48416419f4ac87,0,1,1,1,1,,,,
68e2a5402c48416419f4ac8a,4,10,10,3,12,7,7,7,
68e2c28c2c48416419f4ac90,23,1,1,1,1,,,,
68e2c9372c48416419f4ac91,4,5,2,3,3,2,3,3,
68e2d29b2c48416419f4ac98,3,3,3,2,2,,1,,
68e2d4562c48416419f4ac9a,10,1,1,1,1,,,,
68e2da5c2c48416419f4aca2,0,,,,,,,,
68e2de322c48416419f4aca9,5,1,1,1,1,,,,
68e2ded22c48416419f4acaa,4,1,1,1,1,,,,
68e2dfa92c48416419f4acad,30,1,1,1,1,,,,
68e2dfd72c48416419f4acae,4,6,4,4,4,1,2,2,
68e2e11a2c48416419f4acb4,7,1,1,1,1,,,,
68e2e2542c48416419f4acb7,11,1,1,1,1,,,,
68e2e2552c48416419f4acb8,3,3,2,3,2,,,1,
68e2e2622c48416419f4acb9,5,8,5,5,6,4,5,5,
68e2e35e2c48416419f4acbd,2,2,2,2,2,,,,
68e2e3e02c48416419f4acbe,4,,,,,,,,
68e2e3ea2c48416419f4acbf,9,7,7,6,6,1,2,1,
68e2e96a2c48416419f4acd0,8,9,5,7,5,2,3,5,1
68e2eae72c48416419f4acd2,10,3,3,2,2,,1,,
68e2ebb22c48416419f4acd3,9,7,7,7,7,,,,1
68e2ee1f2c48416419f4acd8,4,7,6,5,6,2,3,2,
68e2efd42c48416419f4acde,12,1,1,1,1,,,,
68e2f3972c48416419f4acee,22,5,5,4,4,,1,,
68e2f4922c48416419f4acf0,8,2,2,2,3,,,,
68e2f68a2c48416419f4acf3,4,15,13,7,11,5,10,4,1
68e2f6bc2c48416419f4acf4,14,7,5,5,6,4,5,4,
68e2f6ed2c48416419f4acf6,3,9,6,6,9,4,5,5,1
68e2f7502c48416419f4acf7,4,1,1,1,1,,,,
68e2f9c52c48416419f4acfd,0,,,,,,,,
68e2fcd62c48416419f4ad04,15,10,10,8,8,4,6,3,3
68e3001c2c48416419f4ad09,9,7,4,5,5,4,5,5,2
68e3013b2c48416419f4ad0e,14,1,1,1,1,,,,
68e3013d2c48416419f4ad0f,1,5,4,2,4,2,3,2,
68e301f22c48416419f4ad10,21,1,1,1,1,,,,
68e304132c48416419f4ad1b,7,1,1,1,1,,,,
68e305aa2c48416419f4ad1e,2,27,27,23,24,13,20,13,11
68e305ee2c48416419f4ad20,1,,,,,,,,
68e306112c48416419f4ad22,7,1,1,1,1,,,,
68e3078f2c48416419f4ad28,8,6,6,2,3,1,4,1,
68e307c72c48416419f4ad29,4,5,2,2,3,2,3,3,
68e3081b2c48416419f4ad2d,0,7,7,7,7,3,3,2,1
68e308d12c48416419f4ad32,4,4,4,4,4,2,2,2,
68e309412c48416419f4ad36,1,1,1,1,1,,,,
68e30a1a2c48416419f4ad39,0,3,2,2,1,,1,1,
68e30aa62c48416419f4ad3b,7,1,1,1,1,,,,
68e30b902c48416419f4ad3f,1,1,1,1,1,,,,
68e30ba62c48416419f4ad40,8,,,,,,,,
68e30d062c48416419f4ad4a,0,,,,,,,,
68e30d7a2c48416419f4ad4b,0,,,,,,,,
68e30e322c48416419f4ad52,8,1,1,1,1,,,,
68e30f882c48416419f4ad57,1,6,3,4,3,1,2,3,
68e311502c48416419f4ad5e,1,4,2,2,3,1,2,2,1
68e3116e2c48416419f4ad5f,2,4,2,2,2,1,2,2,
68e311902c48416419f4ad60,5,7,3,3,3,2,4,4,2
68e311f32c48416419f4ad62,4,4,3,3,2,1,2,2,1
68e312ae2c48416419f4ad67,0,1,1,1,1,,,,
68e312dc2c48416419f4ad68,5,18,14,10,12,2,7,3,3
68e314892c48416419f4ad73,8,1,1,1,1,,,,
68e315022c48416419f4ad75,4,6,4,2,3,2,4,3,
68e316372c48416419f4ad79,5,2,2,2,2,,,,
68e3164d2c48416419f4ad7a,2,10,8,7,8,2,3,3,
68e3166e2c48416419f4ad7b,1,13,11,7,11,3,7,4,2
68e3167f2c48416419f4ad7c,2,8,5,5,6,5,6,6,
68e317292c48416419f4ad7d,5,1,1,1,1,,,,
68e317d92c48416419f4ad7f,0,20,19,19,20,5,6,6,5
68e3190c2c48416419f4ad83,4,3,3,3,3,2,2,2,
68e319ad2c48416419f4ad85,3,7,7,6,6,,1,,
68e31c482c48416419f4ad8f,22,10,10,9,10,6,7,6,2
68e3200e2c48416419f4ad9d,31,1,1,1,1,,,,
68e323482c48416419f4ada2,29,,,,,,,,
68e323842c48416419f4ada3,3,13,12,8,14,9,11,11,4
68e323e52c48416419f4ada4,2,3,3,2,2,,1,,
68e325732c48416419f4ada5,2,5,5,3,3,1,3,1,1
68e329202c48416419f4adb6,0,1,1,1,1,,,,
68e32ce12c48416419f4adbe,7,1,1,1,1,,,,
68e32d1d2c48416419f4adc0,3,5,3,3,3,2,3,3,
68e32dda2c48416419f4adc3,4,3,3,3,3,,,,
68e32e2e2c48416419f4adc4,3,1,1,1,1,,,,
68e32e5c2c48416419f4adc5,4,1,1,1,1,,,,
68e32ec72c48416419f4adc6,20,3,3,3,3,,,,
68e32ed22c48416419f4adc7,12,4,4,4,4,,,,
68e330312c48416419f4adcc,5,27,24,15,21,12,18,13,6
68e332dd2c48416419f4add0,17,9,8,7,6,2,4,3,2
68e333bb2c48416419f4add5,8,5,5,5,5,1,1,1,
68e334d52c48416419f4add7,1,,,,,,,,
68e335102c48416419f4adda,2,9,8,8,7,4,5,5,5
68e335f52c48416419f4adde,4,8,6,6,6,3,4,4,1
68e336072c48416419f4addf,0,10,6,5,9,5,7,6,1
68e336342c48416419f4ade0,37,11,11,7,9,1,6,2,1
68e337f02c48416419f4ade7,10,9,7,5,7,4,6,4,2
68e33a532c48416419f4adf6,10,5,4,4,3,1,2,2,
68e33b202c48416419f4adfb,10,4,4,4,4,,,,
68e33b742c48416419f4adfe,21,,,,,,,,
68e33c852c48416419f4ae06,0,,,,,,,,
68e33d102c48416419f4ae09,11,5,3,2,4,2,3,2,
68e33d3a2c48416419f4ae0b,4,7,6,6,5,,1,1,
68e33e062c48416419f4ae11,2,13,11,9,11,6,8,7,4
68e33e5f2c48416419f4ae14,9,3,3,3,3,,,,
68e33ebd2c48416419f4ae16,13,1,1,1,1,,,,
68e33ee32c48416419f4ae19,12,1,1,1,1,,,,
68e33eec2c48416419f4ae1a,6,4,3,2,3,2,3,2,
68e340272c48416419f4ae1f,8,3,3,3,3,1,1,1,
68e340412c48416419f4ae20,5,5,3,4,3,1,2,2,
68e340752c48416419f4ae21,5,10,10,10,10,,,,
68e340762c48416419f4ae22,5,,,,,,,,
68e3407b2c48416419f4ae23,2,9,7,5,6,3,5,4,
68e3420d2c48416419f4ae27,7,,,,,,,,
68e342162c48416419f4ae29,2,,,,,,,,
68e342df2c48416419f4ae2d,4,1,1,1,1,,,,
68e3443a2c48416419f4ae32,0,,,,,,,,
68e344652c48416419f4ae33,0,1,1,1,1,,,,
68e3458a2c48416419f4ae37,15,1,1,1,1,,,,
68e345e02c48416419f4ae38,3,,,,,,,,
68e349af2c48416419f4ae43,5,2,1,1,2,1,1,1,
68e34e292c48416419f4ae4e,14,1,1,1,1,,,,
68e34e6b2c48416419f4ae4f,4,2,2,2,2,,,,
68e352012c48416419f4ae5c,5,4,4,3,3,,1,,
68e3529f2c48416419f4ae5f,7,1,1,1,1,,,,
68e3537c2c48416419f4ae61,21,4,4,4,3,1,1,1,2
68e353d72c48416419f4ae66,2,5,3,4,5,1,2,2,1
68e354842c48416419f4ae67,9,2,1,,1,1,2,1,
68e3569d2c48416419f4ae6d,5,26,18,16,25,18,22,19,8
68e357d72c48416419f4ae72,3,4,2,2,2,1,2,2,
68e359e92c48416419f4ae7a,1,7,3,4,3,2,4,4,
68e35c0e2c48416419f4ae7f,9,1,1,1,1,,,,
68e35cd42c48416419f4ae82,0,27,23,12,26,17,20,19,2
68e35df22c48416419f4ae84,1,6,6,3,4,1,3,1,1
68e3637f2c48416419f4ae8f,13,4,4,4,4,1,,,
68e366252c48416419f4ae9b,3,3,2,3,2,,,1,
68e366992c48416419f4ae9e,4,9,9,8,9,1,2,1,1
68e366ff2c48416419f4aea1,3,18,18,16,18,5,5,5,
68e367242c48416419f4aea3,8,21,18,18,21,14,14,14,8
68e367312c48416419f4aea4,5,5,5,5,5,2,2,2,
68e36a992c48416419f4aeb6,3,5,5,4,4,,1,,
68e36aab2c48416419f4aeb7,17,10,9,9,8,3,4,4,2
68e36b292c48416419f4aeb9,0,11,9,8,11,5,5,5,
68e36b692c48416419f4aeba,3,8,6,6,6,1,2,2,
68e36bc52c48416419f4aebb,5,11,10,8,9,4,6,4,
68e36c212c48416419f4aebd,2,1,1,1,1,,,,
68e36c7b2c48416419f4aebf,7,4,4,2,3,1,2,1,
68e36c872c48416419f4aec0,7,3,3,3,3,,1,1,
68e36d822c48416419f4aec3,10,2,2,2,2,,,,
68e36da32c48416419f4aec4,11,2,2,2,2,,,,
68e36e1b2c48416419f4aec6,10,8,3,4,6,2,3,3,1
68e36e472c48416419f4aec7,3,8,8,8,8,3,3,3,2
68e36ea82c48416419f4aec8,11,15,14,12,14,2,3,2,
68e36f4a2c48416419f4aecd,2,2,2,2,2,,,,
68e36faf2c48416419f4aed2,45,1,1,1,1,,,,
68e36ff22c48416419f4aed4,18,4,3,2,4,2,3,2,1
68e36ffd2c48416419f4aed6,7,4,4,4,4,,,,
68e371162c48416419f4aeda,10,4,4,4,4,1,1,1,
68e371452c48416419f4aedc,3,1,1,1,1,,,,
68e371862c48416419f4aede,2,6,4,3,3,2,4,3,
68e371ed2c48416419f4aee1,2,3,2,1,2,1,2,1,
68e372072c48416419f4aee2,6,,,,,,,,
68e372fe2c48416419f4aee4,21,2,2,2,2,,,,
68e3734f2c48416419f4aeea,1,5,5,5,5,,,,
68e3776c2c48416419f4af00,8,6,6,6,6,,,,
68e377d12c48416419f4af03,8,4,3,3,2,,1,1,
68e3785f2c48416419f4af05,2,1,1,1,1,,,,
68e3792e2c48416419f4af0d,4,1,1,1,1,,,,
68e379ab2c48416419f4af10,10,8,4,7,4,1,2,4,
68e37b862c48416419f4af1a,8,3,3,3,3,1,1,1,
68e37c622c48416419f4af1f,8,3,2,2,1,,1,1,
68e37cd92c48416419f4af23,12,3,2,2,1,,1,1,
68e37d882c48416419f4af27,9,5,5,5,5,1,1,1,1
68e37da82c48416419f4af28,5,1,1,1,1,,,,
68e37db52c48416419f4af29,1,6,6,3,3,,3,,
68e37dd12c48416419f4af2c,2,,,,,,,,
68e37e532c48416419f4af2d,22,9,8,8,7,3,4,4,2
68e37ea92c48416419f4af34,1,1,1,1,1,,,,
68e37ef92c48416419f4af38,5,,,,,,,,
68e37fab2c48416419f4af40,11,9,9,9,9,,,,
68e380562c48416419f4af43,11,2,2,2,2,,,,
68e381b32c48416419f4af56,34,1,1,1,1,,,,
68e382ab2c48416419f4af5b,5,12,12,10,10,6,8,6,7
68e382b32c48416419f4af5c,7,2,2,2,2,,,,
68e383262c48416419f4af60,4,4,4,4,4,1,1,1,
68e383312c48416419f4af62,11,7,4,5,4,1,2,3,
68e383542c48416419f4af64,4,6,4,3,3,1,3,2,
68e383c32c48416419f4af66,25,1,1,1,1,,,,
68e385202c48416419f4af73,4,4,3,3,2,,1,1,
68e3852d2c48416419f4af74,9,2,2,2,2,,,,
68e3856e2c48416419f4af77,6,7,6,6,7,3,3,3,2
68e385852c48416419f4af79,8,19,15,13,16,7,8,9,
68e386662c48416419f4af7c,10,7,7,7,7,,,,
68e386882c48416419f4af7f,1,1,1,1,1,,,,
68e386f12c48416419f4af87,0,2,2,2,2,,,,
68e3873b2c48416419f4af89,1,10,6,6,5,2,5,5,1
68e3878a2c48416419f4af8b,28,6,6,6,6,3,3,3,2
68e387952c48416419f4af8e,4,2,2,2,2,,,,
68e387cd2c48416419f4af90,6,2,2,2,2,,,,
68e387f52c48416419f4af92,3,5,4,4,3,,1,1,
68e387ff2c48416419f4af93,4,1,1,1,1,,,,
68e388a82c48416419f4afa1,12,1,1,1,1,,,,
68e388fa2c48416419f4afa5,14,3,2,2,3,1,1,1,
68e389092c48416419f4afa7,0,,,,,,,,
68e389112c48416419f4afa9,4,1,1,1,1,,,,
68e3892e2c48416419f4afaa,2,8,5,4,3,2,5,4,1
68e3896a2c48416419f4afad,11,6,5,5,4,,1,1,
68e389d82c48416419f4afb1,3,13,12,12,11,3,4,4,
68e38a8e2c48416419f4afbb,19,3,2,2,1,,1,1,
68e38a9e2c48416419f4afbc,20,11,11,11,11,2,2,2,
68e38ab62c48416419f4afbf,31,8,8,8,8,,,,
68e38aba2c48416419f4afc0,6,9,7,6,7,5,7,6,4
68e38ad62c48416419f4afc3,4,1,1,1,1,,,,
68e38af92c48416419f4afc5,19,5,5,5,6,3,3,3,4
68e38b022c48416419f4afc7,11,2,2,1,1,,1,,
68e38b802c48416419f4afcb,5,24,17,17,18,9,13,13,2
68e38b912c48416419f4afcc,6,1,1,1,1,,,,
68e38bb12c48416419f4afce,5,2,2,2,2,1,1,1,
68e38c312c48416419f4afd2,6,7,7,5,6,3,4,3,2
68e38c452c48416419f4afd3,16,5,5,5,5,3,3,3,
68e38c642c48416419f4afd5,6,7,6,5,6,5,6,5,2
68e38dd32c48416419f4afe0,4,1,1,1,1,,,,
68e38def2c48416419f4afe2,2,8,6,4,7,3,5,3,1
68e38e042c48416419f4afe5,41,4,4,3,4,1,1,1,
68e38e412c48416419f4afe6,3,2,1,1,,,1,1,
68e38e662c48416419f4afea,2,7,7,7,7,,,,
68e38eb02c48416419f4afec,12,4,4,4,4,1,1,1,1
68e38ef02c48416419f4aff1,8,5,4,3,4,2,3,2,
68e38f622c48416419f4aff7,2,1,1,1,1,,,,
68e38f842c48416419f4affc,0,2,2,2,2,,,,
68e38fd82c48416419f4afff,0,1,1,1,1,,,,
68e38ffa2c48416419f4b000,6,7,7,7,7,3,3,3,
68e3908e2c48416419f4b004,4,2,2,2,2,,,,
68e3909e2c48416419f4b007,0,,,,,,,,
68e390df2c48416419f4b009,1,11,7,7,8,4,6,6,1
68e3920e2c48416419f4b015,11,4,4,4,4,,,,
68e392482c48416419f4b018,4,4,2,2,3,1,2,2,
68e3929f2c48416419f4b01e,7,5,5,3,4,1,2,1,
68e392c62c48416419f4b020,12,19,15,18,14,6,8,7,3
68e393c62c48416419f4b030,13,8,8,5,6,1,3,1,
68e3942e2c48416419f4b037,7,2,2,2,2,,,,
68e394492c48416419f4b039,1,6,4,3,4,1,3,2,
68e3947b2c48416419f4b03c,4,1,1,1,1,,,,
68e3948e2c48416419f4b03f,19,5,4,4,3,,1,1,
68e394d82c48416419f4b041,1,8,4,5,8,3,4,5,3
68e394eb2c48416419f4b042,4,10,6,7,7,3,5,4,
68e394fa2c48416419f4b043,11,1,1,1,1,,,,
68e395232c48416419f4b045,2,2,2,2,2,,,,
68e395d02c48416419f4b04b,3,,,,,,,,
68e396f52c48416419f4b04e,4,11,10,6,7,4,7,5,3
68e397bf2c48416419f4b056,5,,,,,,,,
68e397d82c48416419f4b057,10,1,1,1,1,,,,
68e399472c48416419f4b061,5,6,4,4,4,1,2,2,
68e399d72c48416419f4b069,11,13,8,11,7,1,3,5,
68e39a562c48416419f4b06d,10,1,1,1,1,,,,
68e39a762c48416419f4b06e,2,6,6,6,6,4,4,4,2
