_id,failedAttempts,classes_hit,total_classes
68e30d942c48416419f4ad4d,0,0,6
68e30d9d2c48416419f4ad4e,1,2,6
68e30e0c2c48416419f4ad50,1,6,6
68e30e272c48416419f4ad51,2,6,6
68e30eca2c48416419f4ad55,4,2,6
68e30fdc2c48416419f4ad59,9,1,6
68e310e52c48416419f4ad5c,8,1,6
68e313ba2c48416419f4ad6d,0,4,6
68e314e32c48416419f4ad74,0,6,6
68e316352c48416419f4ad78,3,4,6
68e317bc2c48416419f4ad7e,7,2,6
68e3181b2c48416419f4ad80,4,3,6
68e319b42c48416419f4ad86,2,1,6
68e319e02c48416419f4ad88,3,4,6
68e31ae82c48416419f4ad8a,4,3,6
68e31b6e2c48416419f4ad8b,2,5,6
68e31b9a2c48416419f4ad8c,5,4,6
68e31caf2c48416419f4ad91,10,3,6
68e31e242c48416419f4ad94,4,1,6
68e31e2f2c48416419f4ad96,7,6,6
68e31e3a2c48416419f4ad97,2,2,6
68e31fd52c48416419f4ad9c,3,4,6
68e322512c48416419f4ad9e,4,0,6
68e322742c48416419f4ad9f,18,4,6
68e3233e2c48416419f4ada1,1,5,6
68e325d02c48416419f4ada7,3,4,6
68e326502c48416419f4ada8,4,6,6
68e327982c48416419f4adae,8,3,6
68e328732c48416419f4adb3,11,1,6
68e328fd2c48416419f4adb5,6,1,6
68e32ae22c48416419f4adb9,4,1,6
68e32b792c48416419f4adba,7,0,6
68e32c412c48416419f4adbc,8,1,6
68e32f432c48416419f4adc9,0,0,6
68e32fb72c48416419f4adca,1,0,6
68e3302e2c48416419f4adcb,5,1,6
68e331782c48416419f4adcd,3,2,6
68e333442c48416419f4add2,13,1,6
68e335022c48416419f4add8,7,6,6
68e336992c48416419f4ade2,0,0,6
68e338a62c48416419f4ade9,12,3,6
68e33a0a2c48416419f4adf2,3,3,6
68e33a2b2c48416419f4adf4,4,5,6
68e33cd02c48416419f4ae07,0,0,6
68e33d3f2c48416419f4ae0c,3,4,6
68e33d6d2c48416419f4ae0f,11,2,6
68e33edb2c48416419f4ae18,0,5,6
68e33f2d2c48416419f4ae1b,1,4,6
68e33fcd2c48416419f4ae1e,1,5,6
68e343122c48416419f4ae2e,17,2,6
68e3431a2c48416419f4ae2f,13,1,6
68e343352c48416419f4ae30,0,0,6
68e344332c48416419f4ae31,7,5,6
68e344f12c48416419f4ae35,5,1,6
68e345832c48416419f4ae36,7,0,6
68e347392c48416419f4ae3c,10,3,6
68e347772c48416419f4ae3d,1,3,6
68e3477f2c48416419f4ae3e,0,3,6
68e347ce2c48416419f4ae3f,11,4,6
68e349972c48416419f4ae42,2,3,6
68e34b302c48416419f4ae47,15,4,6
68e34bdc2c48416419f4ae4a,5,1,6
68e34c8e2c48416419f4ae4b,0,0,6
68e34cb02c48416419f4ae4c,6,3,6
68e34ccf2c48416419f4ae4d,8,1,6
68e34ef02c48416419f4ae50,8,5,6
68e34fe32c48416419f4ae52,6,1,6
68e3503b2c48416419f4ae54,0,4,6
68e354ca2c48416419f4ae69,9,3,6
68e3551e2c48416419f4ae6a,2,1,6
68e355c82c48416419f4ae6b,39,1,6
68e359712c48416419f4ae76,3,4,6
68e35a6c2c48416419f4ae7b,14,3,6
68e35ab82c48416419f4ae7d,5,4,6
68e35bba2c48416419f4ae7e,6,1,6
68e35c6f2c48416419f4ae81,5,4,6
68e35dae2c48416419f4ae83,8,4,6
68e360d82c48416419f4ae8b,6,5,6
68e3622a2c48416419f4ae8d,9,0,6
68e364ee2c48416419f4ae96,9,5,6
68e368352c48416419f4aeaa,2,2,6
68e36c142c48416419f4aebc,0,1,6
68e36c992c48416419f4aec1,9,4,6
68e36d032c48416419f4aec2,16,1,6
68e36ef22c48416419f4aeca,2,3,6
68e36f4f2c48416419f4aece,7,4,6
68e36f992c48416419f4aed1,2,1,6
68e36ff42c48416419f4aed5,21,2,6
68e370202c48416419f4aed7,2,5,6
68e371882c48416419f4aedf,4,3,6
68e372ae2c48416419f4aee3,12,1,6
68e3730d2c48416419f4aee6,1,3,6
68e373202c48416419f4aee8,0,2,6
68e373db2c48416419f4aeeb,2,0,6
68e373e02c48416419f4aeec,3,3,6
68e373ed2c48416419f4aeed,9,4,6
68e374142c48416419f4aeee,3,0,6
68e374f22c48416419f4aef0,2,0,6
68e375822c48416419f4aef5,4,0,6
68e375a52c48416419f4aef6,8,0,6
68e375f32c48416419f4aef8,2,5,6
68e377092c48416419f4aefd,0,2,6
68e3778d2c48416419f4af01,0,0,6
68e378702c48416419f4af06,0,5,6
68e378a22c48416419f4af08,4,4,6
68e3791c2c48416419f4af0c,2,0,6
68e37a702c48416419f4af13,3,0,6
68e37a7f2c48416419f4af14,5,0,6
68e37a842c48416419f4af15,2,3,6
68e37b5a2c48416419f4af16,11,2,6
68e37bc52c48416419f4af1c,6,2,6
68e37ce42c48416419f4af24,3,2,6
68e37dc32c48416419f4af2b,0,4,6
68e37ed12c48416419f4af36,0,0,6
68e37eed2c48416419f4af37,0,4,6
68e37efb2c48416419f4af39,1,0,6
68e37f022c48416419f4af3a,15,2,6
68e3807e2c48416419f4af47,2,2,6
68e381082c48416419f4af4d,30,3,6
68e3816f2c48416419f4af52,5,3,6
68e381942c48416419f4af53,7,2,6
68e381a42c48416419f4af55,3,0,6
68e382f42c48416419f4af5e,8,1,6
68e3856d2c48416419f4af76,0,0,6
68e385792c48416419f4af78,6,1,6
68e386912c48416419f4af81,3,3,6
68e386922c48416419f4af82,21,1,6
68e3869e2c48416419f4af83,10,3,6
68e386ca2c48416419f4af84,10,0,6
68e387cb2c48416419f4af8f,3,4,6
68e3881c2c48416419f4af96,10,1,6
68e388762c48416419f4af9c,14,1,6
68e388782c48416419f4af9d,5,0,6
68e3889c2c48416419f4af9f,10,2,6
68e388b72c48416419f4afa2,8,3,6
68e3897b2c48416419f4afae,3,0,6
68e389e12c48416419f4afb2,11,0,6
68e389fe2c48416419f4afb5,0,2,6
68e38a0d2c48416419f4afb6,1,5,6
68e38a7f2c48416419f4afba,5,0,6
68e38aec2c48416419f4afc4,3,1,6
68e38b572c48416419f4afc9,17,0,6
68e38b5d2c48416419f4afca,0,0,6
68e38c502c48416419f4afd4,4,4,6
68e38c762c48416419f4afd7,9,0,6
68e38cf02c48416419f4afdc,0,2,6
68e38d5b2c48416419f4afdf,6,1,6
68e38dee2c48416419f4afe1,3,2,6
68e38e4c2c48416419f4afe7,7,2,6
68e38ee02c48416419f4afef,4,1,6
68e38f002c48416419f4aff3,2,2,6
68e38f462c48416419f4aff5,0,2,6
68e38f4a2c48416419f4aff6,9,4,6
68e38f7f2c48416419f4affb,17,2,6
68e390552c48416419f4b002,0,4,6
68e390702c48416419f4b003,10,0,6
68e3908f2c48416419f4b005,0,0,6
68e391032c48416419f4b00b,0,3,6
68e391252c48416419f4b00d,0,2,6
68e3916e2c48416419f4b00f,3,5,6
68e391942c48416419f4b011,4,1,6
68e391ae2c48416419f4b012,20,2,6
68e391da2c48416419f4b014,5,5,6
68e3927e2c48416419f4b01b,4,4,6
68e3929e2c48416419f4b01d,4,2,6
68e392c42c48416419f4b01f,22,0,6
68e3931d2c48416419f4b025,10,4,6
68e393412c48416419f4b027,0,1,6
68e393e52c48416419f4b031,6,2,6
68e393f52c48416419f4b034,5,0,6
68e394802c48416419f4b03d,8,1,6
68e3948b2c48416419f4b03e,2,2,6
68e394b62c48416419f4b040,3,2,6
68e3959f2c48416419f4b048,8,3,6
68e395a32c48416419f4b049,0,4,6
68e395c82c48416419f4b04a,8,0,6
68e3970e2c48416419f4b050,0,0,6
68e3975f2c48416419f4b051,7,0,6
68e397622c48416419f4b052,3,3,6
68e3976b2c48416419f4b053,16,1,6
68e3978c2c48416419f4b054,0,0,6
68e3985d2c48416419f4b05b,0,3,6
68e398f82c48416419f4b05e,2,3,6
68e3995b2c48416419f4b063,3,0,6
68e399902c48416419f4b065,8,1,6
68e39a952c48416419f4b070,0,0,6
68e39abb2c48416419f4b073,5,1,6
68e39b482c48416419f4b077,3,3,6
68e39b592c48416419f4b078,1,2,6
68e39be22c48416419f4b07c,6,4,6
68e39bfb2c48416419f4b07e,1,3,6
68e39c082c48416419f4b07f,13,0,6
68e39c9c2c48416419f4b081,11,2,6
68e39ca82c48416419f4b082,3,4,6
68e39ccf2c48416419f4b084,9,1,6
68e39d6c2c48416419f4b088,4,2,6
68e39d982c48416419f4b08a,0,0,6
68e39da32c48416419f4b08b,2,3,6
68e39e132c48416419f4b08d,0,0,6
68e39e2f2c48416419f4b08e,1,0,6
68e39f182c48416419f4b096,0,0,6
68e39f392c48416419f4b098,1,2,6
68e39f5a2c48416419f4b099,2,1,6
68e3a0242c48416419f4b09e,0,0,6
68e3a13c2c48416419f4b0a2,0,0,6
68e3a3982c48416419f4b0a5,12,2,6
68e3a4622c48416419f4b0a6,3,5,6
68e3a5832c48416419f4b0a8,6,0,6
68e3a61e2c48416419f4b0a9,2,3,6
68e3ab602c48416419f4b0ab,0,2,6
68e3af182c48416419f4b0ac,6,3,6
68e447218ccc0a418eb5ea96,8,1,6
68e468d38ccc0a418eb5ea98,1,2,6
68e46a2b8ccc0a418eb5ea9a,0,0,6
68e505333cf914004d297191,2,4,6
