_id,failedAttempts,clientEquivalenceMap.5,clientEquivalenceMap.1,clientExecuteTestEquivalenceMap.2,clientExecuteTestEquivalenceMap.5,clientEquivalenceMap.2,clientEquivalenceMap.4,clientEquivalenceMap.3,clientExecuteTestEquivalenceMap.3,clientExecuteTestEquivalenceMap.4,clientExecuteTestEquivalenceMap.1
68e04aab2c48416419f4a929,6,1,,1,2,,,,,,
68e04aad2c48416419f4a92a,5,,,,,,1,,,,
68e05b8a2c48416419f4a93d,14,,,,,,,,,,
68e05e762c48416419f4a93e,1,1,1,1,1,1,1,1,,,
68e061612c48416419f4a940,4,1,,,,,,1,,,
68e065e72c48416419f4a943,6,,1,,,,,,,,
68e0701a2c48416419f4a94a,1,1,1,2,2,,,,,,
68e0702f2c48416419f4a94b,1,1,1,2,2,1,1,1,,,
68e0719b2c48416419f4a94d,0,1,1,,,,,2,,,
68e077312c48416419f4a955,5,,1,1,1,,,,,,
68e07b1f2c48416419f4a95c,7,,1,2,2,,,1,1,,
68e07b9f2c48416419f4a95e,2,,1,1,1,,,1,,,
68e07ca02c48416419f4a961,8,,,,,,,,,,
68e07d242c48416419f4a963,3,,,,,,,,,,
68e07df32c48416419f4a966,2,,,,,,1,1,,,
68e07dfe2c48416419f4a967,3,,,,,2,,,,,
68e07e532c48416419f4a969,9,,1,2,2,,2,1,,,
68e07f5a2c48416419f4a96c,4,1,,2,2,,,1,1,,
68e080f42c48416419f4a972,1,2,,3,3,1,,1,,,
68e082222c48416419f4a974,0,2,1,,,1,1,1,,,
68e082a82c48416419f4a976,9,,,1,1,1,,,,,
68e083aa2c48416419f4a978,1,2,1,1,1,,,1,,,
68e086452c48416419f4a980,0,1,,,,,,,,,
68e086e72c48416419f4a982,0,2,1,2,3,,1,2,,1,
68e087ba2c48416419f4a984,8,3,1,,,,,,,,
68e090582c48416419f4a98e,3,,1,1,1,,,,,,1
68e091f72c48416419f4a991,4,3,,2,2,,,,,,
68e093bf2c48416419f4a995,2,1,1,,,1,1,3,,,
68e095db2c48416419f4a99b,1,,1,1,1,,,,,,
68e0963c2c48416419f4a99c,13,,1,2,2,,,,1,,
68e099ef2c48416419f4a9a2,5,,,,,,,,,,
68e09c6a2c48416419f4a9a6,43,,,,,1,,1,,,1
68e0a0922c48416419f4a9ab,4,,,1,,1,,1,,,
68e0a4582c48416419f4a9b0,3,1,,,,1,,2,,,
68e0a5a02c48416419f4a9b2,3,,1,,,,,,,,1
68e0a5f12c48416419f4a9b3,13,,,1,1,1,,3,1,,1
68e0aeea2c48416419f4a9bd,12,,1,1,1,,,,,,
68e0afe32c48416419f4a9bf,31,,,,1,1,,,1,,
68e0b23a2c48416419f4a9c3,2,,1,,,,,,,,
68e0b4642c48416419f4a9c6,5,1,,,,1,,,,,1
68e0b7792c48416419f4a9ca,4,2,,1,1,,,,1,,
68e0b88f2c48416419f4a9ce,7,,1,,,,,,,,
68e0b9452c48416419f4a9cf,4,,1,,,,,,,1,
68e0ba7e2c48416419f4a9d1,3,1,,,2,,,,1,,
68e0bc482c48416419f4a9d5,3,,,,,,,1,,,
68e0c05e2c48416419f4a9df,3,2,1,1,1,2,,,,,
68e0c3802c48416419f4a9e5,3,1,2,,,,,,,,
68e0c3ee2c48416419f4a9e6,4,2,1,,,2,,1,,,
68e0c4c42c48416419f4a9e8,3,,4,1,1,2,,,,,
68e0c6242c48416419f4a9eb,2,1,,1,1,1,,,,,
68e0c9432c48416419f4a9f3,3,,,,,,1,,,,
68e0c9902c48416419f4a9f5,10,,1,,,,,,,,
68e0c9ad2c48416419f4a9f6,5,,,1,1,1,,,,,
68e0c9e52c48416419f4a9f7,18,,1,,,,,,,,1
68e0cd422c48416419f4aa02,1,1,,,,1,,2,,,
68e0cf332c48416419f4aa06,3,1,1,,,,,1,,,
68e0d0c52c48416419f4aa0e,3,,,1,1,,,1,,,1
68e0d0dd2c48416419f4aa0f,6,1,,,,,,,,,
68e0d24b2c48416419f4aa11,21,,,1,1,,,,,,
68e0d3472c48416419f4aa15,0,,,,,,,,,,
68e0d51e2c48416419f4aa19,1,1,1,2,2,2,,,,,
68e0d6cc2c48416419f4aa1c,0,,1,,,1,,2,,,
68e0d7d92c48416419f4aa1f,1,,1,,,,,,,,
68e0da2a2c48416419f4aa24,5,1,,,,1,,,,,
68e0dab12c48416419f4aa25,7,,1,2,2,,,,,,
68e0db212c48416419f4aa26,2,,1,1,1,,,,,,
68e0e04f2c48416419f4aa2c,7,,,,,,,,,,
68e0e1542c48416419f4aa2f,20,,,1,1,,,,,,
68e0e1862c48416419f4aa31,9,,,1,1,1,,,,,
68e0e20d2c48416419f4aa32,3,1,1,2,3,,,,,,
68e0e5262c48416419f4aa36,1,2,,,,,,1,,,
68e0e5732c48416419f4aa38,5,,1,1,1,,,,,,1
68e0e6312c48416419f4aa3b,1,1,1,,,2,,1,,,
68e0e9862c48416419f4aa42,4,,1,1,1,1,1,1,1,,1
68e0ed242c48416419f4aa49,8,,1,,,,1,,,,
68e0ed272c48416419f4aa4a,8,1,,1,1,2,,3,,,
68e0ef8e2c48416419f4aa4d,2,,,,,1,,1,,,
68e0f0742c48416419f4aa50,6,,,1,1,1,,,,,1
68e0f1ee2c48416419f4aa53,1,,1,1,1,,,,,,
68e0f1f52c48416419f4aa54,1,1,,,,,,2,,,
68e0f31b2c48416419f4aa56,5,,1,4,4,,,,,,
68e0f6092c48416419f4aa5b,5,2,,1,1,,,,,,
68e0f8642c48416419f4aa60,2,,1,,1,1,,1,1,,1
68e102502c48416419f4aa6e,0,,1,,,,1,1,,,
68e103362c48416419f4aa71,14,,2,1,1,,,2,,,
68e10c752c48416419f4aa79,12,,,1,1,1,,,,,
68e114682c48416419f4aa7e,1,1,2,2,2,,,,,,
68e124e32c48416419f4aa81,8,1,,,,,,,,,
68e1366d2c48416419f4aa84,15,,,1,1,1,,,,,
68e1417e2c48416419f4aa86,1,,1,,,,,1,,,
68e1420c2c48416419f4aa87,9,,,1,1,1,,,,,
68e15cef2c48416419f4aa8d,11,1,,,,2,,,,,
68e17cdc2c48416419f4aa94,8,,1,,1,,,,,,
68e18b692c48416419f4aa98,2,2,1,2,2,,1,1,,,1
68e18b7e2c48416419f4aa99,1,,1,,,,,,,,
68e191d52c48416419f4aa9d,4,1,1,,,,,,,,
68e199ec2c48416419f4aaa1,1,3,1,3,3,,,2,1,,
68e19a562c48416419f4aaa2,3,2,,2,2,1,,,,,
68e1a7e02c48416419f4aaa9,7,,2,,,,,,,,
68e1a9d52c48416419f4aaae,4,1,,,,,1,1,,,
68e1aa252c48416419f4aaaf,0,1,1,1,1,,1,1,,,
68e1ab892c48416419f4aab1,3,2,2,1,1,,,,,,
68e1ac602c48416419f4aab3,6,,1,,,2,,,,,
68e1b0622c48416419f4aabe,8,1,,,,,,,,,
68e1b2562c48416419f4aac0,10,1,,1,2,,,1,,,
68e1b3b72c48416419f4aac3,15,1,,1,1,,,2,,,
68e1b4a92c48416419f4aac5,4,,1,,,1,,,,,
68e1b9032c48416419f4aaca,3,1,1,1,1,,,,,,
68e1b9752c48416419f4aacd,7,1,,1,1,,,,1,2,
68e1bd922c48416419f4aad3,2,,,,,,,,,,
68e1c0e12c48416419f4aad8,4,,1,1,1,,,,,,
68e1c42f2c48416419f4aade,9,,,,,,,,,,
68e1c7842c48416419f4aae4,5,,,,,,,,,,
68e1c7952c48416419f4aae5,2,,,,,,,,,,
68e1c8022c48416419f4aae7,20,,,,,,,,,,
68e1c8482c48416419f4aae8,6,1,,,,,,,,,
68e1cadf2c48416419f4aaef,2,,,2,2,,,,,,
68e1cd182c48416419f4aaf5,3,,1,1,1,1,,,,,
68e1cf992c48416419f4aafa,3,,1,2,2,,,,,,
68e1d05e2c48416419f4aafd,3,,,1,1,,1,,1,,
68e1d3ba2c48416419f4ab03,5,,1,,,,1,3,,,
68e1d6d22c48416419f4ab0d,5,,3,,,,,,,,
68e1d8cd2c48416419f4ab11,6,,,,,,,,,,
68e1d9682c48416419f4ab12,9,1,,,,,,,,,
68e1db182c48416419f4ab15,10,,,,,,,,,,
68e1dc1d2c48416419f4ab18,3,2,,,,,,1,,,
68e1ddcc2c48416419f4ab1e,6,,,,,,,1,,,
68e1dec92c48416419f4ab22,0,,1,,,2,,2,,,
68e1ded92c48416419f4ab23,3,2,1,,,2,,,,,
68e1e07a2c48416419f4ab27,12,,,,,,,,,,
68e1e0d92c48416419f4ab28,2,,1,,,1,,2,,,
68e1e2762c48416419f4ab2e,1,,1,,,,1,1,,,
68e1e5b42c48416419f4ab35,3,,1,1,1,1,,,,,
68e1ea1d2c48416419f4ab3e,4,1,2,,1,,,,,,
68e1ed922c48416419f4ab44,7,,,,,1,,,,,
68e1eec22c48416419f4ab49,6,1,,,,,,,,,
68e1ef1c2c48416419f4ab4a,2,,1,,,2,1,1,,,
68e1f28b2c48416419f4ab53,1,1,1,,,,1,1,,,
68e1f6f52c48416419f4ab5c,2,1,1,,,,,,,,
68e1f7ba2c48416419f4ab5e,5,,,1,1,1,,,,,
68e1f7e22c48416419f4ab5f,10,,1,,,,,,,,
68e1f7fb2c48416419f4ab61,8,1,,,,1,,2,,,
68e1fa172c48416419f4ab68,4,1,1,,1,,,1,1,,
68e1fa352c48416419f4ab69,0,,1,,,,,,,,
68e1faac2c48416419f4ab6e,1,,1,,,2,,1,,,
68e1fad42c48416419f4ab6f,7,,,,,,,,,,
68e1fae62c48416419f4ab70,3,,,,,,,2,,,
68e1faea2c48416419f4ab71,15,,1,1,1,,,,,,
68e1fb8c2c48416419f4ab74,6,,,1,1,,,,,,
68e1fb922c48416419f4ab75,2,1,1,1,1,,,1,,,
68e1fcdf2c48416419f4ab77,4,,1,,,,,,,,
68e1fe8e2c48416419f4ab7c,2,1,,,,,,1,,,
68e2012e2c48416419f4ab83,8,,,,,,,,,,
68e2055a2c48416419f4ab8e,2,,,,,,,,,,
68e208da2c48416419f4ab93,8,,,1,1,,,,,,
68e20b8b2c48416419f4ab98,6,1,,,,,,,,,
68e20fea2c48416419f4ab9d,4,,,,,,,,,,
68e210452c48416419f4aba0,1,,2,,,,,3,,,
68e211be2c48416419f4aba2,19,,1,1,1,,,,,,
68e2154b2c48416419f4aba9,19,1,1,1,1,,,,,,
68e215d02c48416419f4abab,4,,,,,,,,,,1
68e2174c2c48416419f4abaf,8,,,,,,,,,,
68e217582c48416419f4abb0,2,,1,1,2,,,,,,
68e21fd32c48416419f4abbb,1,1,1,,,,1,1,,,
68e220472c48416419f4abbc,4,,,1,2,,,1,1,,
68e222ef2c48416419f4abc1,0,,2,,,2,,1,,,
68e2246e2c48416419f4abc7,7,,1,,1,,,,,,
68e225d22c48416419f4abce,7,1,1,,,,,,,,
68e225db2c48416419f4abcf,3,,1,,,1,,3,,,
68e226dd2c48416419f4abd1,3,1,1,4,4,1,,1,1,,
68e227752c48416419f4abd3,10,,,1,1,,,,,,
68e227c02c48416419f4abd4,3,1,,2,3,,,1,2,,1
68e2291c2c48416419f4abd6,4,,1,3,4,,,1,,,
68e22a752c48416419f4abd7,18,1,,2,2,,,,,,
68e22b3f2c48416419f4abd9,0,1,3,1,1,,1,1,,,
68e22c952c48416419f4abde,2,,1,,,,,,,,
68e22f1b2c48416419f4abe3,10,,1,,,,1,,,,1
68e22fc52c48416419f4abe8,6,,1,1,1,2,,,,,
68e2312d2c48416419f4abec,2,,,,,1,,1,,,
68e2313b2c48416419f4abee,10,,,1,1,,,,,,
68e2396d2c48416419f4abff,11,1,1,1,2,,,,1,,
68e23a592c48416419f4ac01,7,1,,1,1,1,,,,,
68e23c072c48416419f4ac07,8,1,2,,,,,1,,,
68e23c592c48416419f4ac09,4,,1,1,1,,,,,,
68e23cc42c48416419f4ac0b,6,1,,,,,,,,,
68e2426c2c48416419f4ac11,9,,,,,,,1,,,
68e243c72c48416419f4ac13,6,1,,2,2,,,,,,1
68e243fb2c48416419f4ac15,5,,,1,,2,,1,,,
68e247a82c48416419f4ac1e,6,,,,,,,,,,
68e248252c48416419f4ac1f,9,,,,,,,,,,
68e2486f2c48416419f4ac21,7,,,,,2,,,,,
68e249552c48416419f4ac25,4,,,,,,,,,,
68e249d12c48416419f4ac26,8,,1,2,2,,,,,,
68e24a072c48416419f4ac28,31,,,1,1,,,1,1,,
68e24a522c48416419f4ac2a,8,,1,1,1,,,,,,
68e24afe2c48416419f4ac2c,1,,,,,,,,,,
68e24b562c48416419f4ac2d,5,,,1,1,,,,,,
68e250502c48416419f4ac3a,7,,,,,,,,,,
68e2524d2c48416419f4ac3d,5,2,,1,1,,,,,,
68e252872c48416419f4ac3f,2,,,1,2,,,,,,
68e255a62c48416419f4ac45,3,1,,,,,,,,,
68e2578f2c48416419f4ac4a,11,,,,,1,,,,,2
68e2585d2c48416419f4ac4c,3,1,,1,1,,,,,,
68e259772c48416419f4ac4f,5,,,,1,,,1,,,
68e25b112c48416419f4ac53,5,1,,,,,,,,,
68e25b792c48416419f4ac54,26,,1,1,1,1,,,,,
68e25f112c48416419f4ac5e,14,,,,,,,1,,,
68e25f6f2c48416419f4ac5f,4,,,,,,,,,,
68e260892c48416419f4ac62,6,3,,,,,,,,,
68e261772c48416419f4ac63,4,,,,,,,,,,
68e262e52c48416419f4ac66,11,1,,1,1,,,,,,
68e269eb2c48416419f4ac6d,7,,,,,,,,,,
68e273f12c48416419f4ac76,2,,,,1,,,2,,,
68e273f12c48416419f4ac77,2,,2,,,,,,,,
68e282fc2c48416419f4ac7e,3,1,1,,,2,,,,,
68e283922c48416419f4ac7f,3,1,,,,,,,,,
68e2839d2c48416419f4ac80,3,,1,1,1,1,,,,,
68e28e5b2c48416419f4ac86,1,,,1,1,,,2,,,
68e292b02c48416419f4ac89,11,,,,,,,,,,
68e2b1bd2c48416419f4ac8e,13,,,,,,,,,,
68e2b5582c48416419f4ac8f,3,1,,,,1,,1,,,
68e2cb2a2c48416419f4ac94,5,1,1,1,1,,,,,,
68e2cbe52c48416419f4ac95,7,1,2,,,,,1,,,
68e2d09d2c48416419f4ac97,6,,,1,1,,,1,,,
68e2d7792c48416419f4ac9c,6,,,,,,,,,,
68e2db792c48416419f4aca4,6,,1,1,1,,,,,,
68e2dbec2c48416419f4aca5,13,,,,,,,,,,
68e2ddfc2c48416419f4aca8,15,,1,,,,,,,,
68e2e00e2c48416419f4acaf,18,,,,,,,,,,
68e2e0192c48416419f4acb0,4,1,,1,1,,,,,,
68e2e0f42c48416419f4acb3,4,1,,,,,,,,,
68e2e2ef2c48416419f4acbb,2,,1,,,1,1,,,,
68e2e2f12c48416419f4acbc,1,,,,,,,,,,
68e2e4b12c48416419f4acc0,5,1,1,1,1,,,,,,
68e2e5852c48416419f4acc4,1,,1,3,4,,1,1,2,,
68e2e5d72c48416419f4acc7,3,,,3,3,,,,,,1
68e2e6872c48416419f4acca,21,,,,,,,,,,
68e2e7102c48416419f4accb,3,,1,1,1,1,,1,,,
68e2e73a2c48416419f4accc,6,,,1,2,,,,,,
68e2ed822c48416419f4acd7,1,,,,,,,,,,
68e2eee52c48416419f4acdb,8,,1,,1,,,,,,
68e2f1a92c48416419f4ace6,1,,,7,7,,,,3,,
68e2f1e42c48416419f4ace7,1,,1,,,,,1,,,
68e2f1f82c48416419f4ace8,2,,,3,3,,,1,1,,
68e2f2e52c48416419f4aceb,4,2,1,1,1,,,,,,
68e2f32c2c48416419f4acec,19,,,,,,,,,,
68e2f34e2c48416419f4aced,5,,2,,,,,,,,
68e2f6582c48416419f4acf1,35,,,,,,,,,,
68e2f66c2c48416419f4acf2,1,1,1,3,3,2,,,,,
68e2f6ce2c48416419f4acf5,9,,,,,,,,,,
68e2f8262c48416419f4acfa,5,,,1,1,,,,,,
68e2fc262c48416419f4ad03,20,1,1,,,,,,,,
68e2fd132c48416419f4ad05,9,,1,,,,,,,,
68e2fd202c48416419f4ad06,5,,,,,1,,,,,
68e2ffd82c48416419f4ad08,3,1,1,3,3,,,1,2,2,
68e300592c48416419f4ad0a,2,,,,,,,,,,
68e302af2c48416419f4ad11,7,,,,,,,,,,
68e302af2c48416419f4ad12,3,,,,,,,1,,,
68e303352c48416419f4ad16,2,,1,1,2,1,,,,,
68e303ce2c48416419f4ad1a,3,1,,,,,1,,,,
68e3059b2c48416419f4ad1d,3,,,,1,,,1,,,
68e306792c48416419f4ad24,3,,,,,,,2,,,
68e307672c48416419f4ad27,10,,1,,,,,,,,
68e308242c48416419f4ad2e,2,,,,,,,,,,
68e308312c48416419f4ad2f,1,,,2,1,1,,,,,
68e308c22c48416419f4ad31,3,1,,1,1,,,,,1,
68e309062c48416419f4ad35,10,,,1,1,,,,,,
68e30a082c48416419f4ad38,20,,,1,1,,,,1,,
68e30ba72c48416419f4ad41,1,,1,,,,,1,,,
68e30c1f2c48416419f4ad44,4,,1,,,,,,,,
68e30c382c48416419f4ad45,6,,1,2,2,,,,,,
68e30c9c2c48416419f4ad48,0,,1,2,1,2,1,1,,,
68e30ca72c48416419f4ad49,3,2,,,,,,3,,,
68e30ea32c48416419f4ad53,4,,,1,1,2,,,,,1
68e30fe62c48416419f4ad5a,14,2,,1,1,,,,,,
68e3100b2c48416419f4ad5b,3,,1,1,1,2,,,,,
68e312322c48416419f4ad64,7,,1,,,,,,,,
68e313302c48416419f4ad6a,0,,1,1,1,,2,1,1,,
68e313452c48416419f4ad6b,5,,,,,,,,,,
68e314372c48416419f4ad6f,20,,1,,,2,,,,,
68e3143d2c48416419f4ad70,3,,1,1,1,,,,,,
68e314442c48416419f4ad71,10,,,,,1,,2,,,
68e3147a2c48416419f4ad72,7,,,,,1,,,,,
68e315a12c48416419f4ad76,4,,,,,,,,,,
68e316112c48416419f4ad77,9,1,,,,,,,,,
68e318932c48416419f4ad82,0,,,,,,,,,,
68e319cb2c48416419f4ad87,14,,1,,,,,,,,
68e31a212c48416419f4ad89,13,,,,1,1,,,,,
68e31bb72c48416419f4ad8e,2,,,,,,,,,,
68e31d1f2c48416419f4ad93,1,,1,2,2,,,,2,,
68e31e2b2c48416419f4ad95,3,,1,1,1,,,3,,,
68e31f072c48416419f4ad99,12,2,,1,1,,,,,,
68e31f5b2c48416419f4ad9a,2,,1,1,1,,,,,,
68e3227d2c48416419f4ada0,16,,,1,1,,,,,,
68e3268b2c48416419f4adaa,11,1,1,1,1,,,,,,
68e327862c48416419f4adad,8,,1,1,1,,,,,,
68e3279c2c48416419f4adaf,3,,,,,,,,,,
68e328052c48416419f4adb1,8,,1,,1,,,,,,
68e329cd2c48416419f4adb7,5,,1,,,,,1,,,
68e32aaa2c48416419f4adb8,4,,,1,1,,,,,,
68e32ce92c48416419f4adbf,0,,,,,,,1,,,
68e32d452c48416419f4adc1,4,,,,,,,,,,
68e32d8a2c48416419f4adc2,3,1,,1,1,,,2,,,
68e332ba2c48416419f4adcf,3,1,,,,,,,,,
68e333132c48416419f4add1,3,,,,,2,,,,,
68e334352c48416419f4add6,3,1,1,1,1,,,,,,
68e335302c48416419f4addc,0,,,,,,,,,,
68e3365f2c48416419f4ade1,14,1,,,,,,,,,
68e3369a2c48416419f4ade3,12,,1,,,,,,,,
68e3389a2c48416419f4ade8,0,1,1,2,2,,,2,,,
68e339aa2c48416419f4adee,21,,,,,1,,,,,
68e339b12c48416419f4adef,4,1,,,2,1,,,,,1
68e339fc2c48416419f4adf1,3,,1,,,,,,,,
68e33a192c48416419f4adf3,2,,,,,,,,,,
68e33a512c48416419f4adf5,10,,1,,,,,,,,
68e33a592c48416419f4adf7,25,,,,,,,,,,
68e33b642c48416419f4adfd,3,1,,3,3,2,,,,,
68e33b772c48416419f4adff,10,,,,,,,,,,
68e33b902c48416419f4ae00,6,,1,,,,,,,,
68e33bc62c48416419f4ae03,4,1,,,,,,1,,,
68e33c022c48416419f4ae05,5,2,2,2,2,,,,,1,
68e33d152c48416419f4ae0a,4,,,1,2,,,,2,,1
68e33d612c48416419f4ae0e,6,1,1,,,,,1,,,
68e33dae2c48416419f4ae10,4,,1,,,,,,,,
68e33e5c2c48416419f4ae13,2,,1,,,1,1,1,,,
68e33e882c48416419f4ae15,1,1,,,,,,,,,
68e33fa72c48416419f4ae1c,12,,1,1,1,,,,,,
68e33fad2c48416419f4ae1d,10,,,,,,,,,,
68e341702c48416419f4ae24,8,,1,,,,,1,,,
68e342512c48416419f4ae2b,6,,,3,3,,,,,,1
68e342962c48416419f4ae2c,5,,1,1,1,,,,,,
68e344662c48416419f4ae34,2,,1,,1,1,,1,,,
68e345e32c48416419f4ae39,3,,,,,,,,,,
68e3469f2c48416419f4ae3b,6,,,1,2,,,,,1,
68e34a872c48416419f4ae45,4,,2,,,,,,,,
68e34ac92c48416419f4ae46,0,,,,,,,,,,
68e34b462c48416419f4ae48,0,,1,3,3,,1,,1,,
68e34ff12c48416419f4ae53,3,,1,1,1,1,,,,,
68e350c82c48416419f4ae56,2,,1,,,,,,,,
68e351622c48416419f4ae59,0,,,,,,,,,,
68e351b02c48416419f4ae5a,4,,1,,,,,,,,
68e3521f2c48416419f4ae5d,2,,1,,1,,,1,,,
68e3538b2c48416419f4ae63,1,,1,,,,,1,,,
68e354972c48416419f4ae68,10,,1,1,1,,,1,,,
68e358e42c48416419f4ae75,2,,,1,1,1,,1,,,
68e359742c48416419f4ae77,2,,,,,,,,,,
68e3597a2c48416419f4ae78,4,2,,1,1,,,,,,
68e359da2c48416419f4ae79,4,,,,,,,,,,
68e35a9a2c48416419f4ae7c,3,,1,2,2,,,1,,,
68e35c132c48416419f4ae80,14,,,,,,,,,,1
68e35f1e2c48416419f4ae85,2,,,,,,,,,,
68e35f4b2c48416419f4ae87,2,1,1,2,2,,,1,,,
68e35ffb2c48416419f4ae88,2,,,,,,,,,,1
68e360942c48416419f4ae8a,0,1,1,,,,,1,,,
68e363d92c48416419f4ae90,4,,,,1,,,,,,
68e3641a2c48416419f4ae93,3,,,1,1,,,,,,
68e364962c48416419f4ae95,7,2,,1,1,,,,,,
68e3652a2c48416419f4ae98,6,,1,1,1,,,,,,
68e365672c48416419f4ae99,2,1,1,,1,,,,,,1
68e366112c48416419f4ae9a,3,1,1,,,,,1,,,
68e366e42c48416419f4aea0,6,,,1,1,,2,,1,,
68e367bd2c48416419f4aea6,15,,1,1,,1,,,,,
68e367f32c48416419f4aea7,21,,,,,,,1,,,
68e368492c48416419f4aeab,11,,,,,2,,,,,1
68e368802c48416419f4aead,3,,,,,,,,,,
68e368952c48416419f4aeaf,0,,1,,,,,1,,,
68e368e92c48416419f4aeb0,8,,,,,,,,,,
68e369c32c48416419f4aeb2,15,1,,1,1,,,,,,
68e369f12c48416419f4aeb3,3,,,,,,,,,,
68e36a4d2c48416419f4aeb4,2,1,,,,,,1,,,
68e36a992c48416419f4aeb5,8,,,,,,,,,,
68e36c4e2c48416419f4aebe,1,,,,,,,,,,
68e36ecc2c48416419f4aec9,5,,,,,,,,,,
68e36f8c2c48416419f4aecf,11,,,,,1,,,,,
68e36fd62c48416419f4aed3,6,,1,1,1,,,,,,
68e3711c2c48416419f4aedb,7,,,,,,,,,,
68e371822c48416419f4aedd,4,,,,,1,,1,,,
68e371a22c48416419f4aee0,7,,,,,,,,,,
68e373182c48416419f4aee7,6,1,2,1,1,,,,,,
68e373232c48416419f4aee9,7,1,1,,,,,1,,,
68e375362c48416419f4aef2,9,,,1,1,,,1,,,
68e375f72c48416419f4aef9,6,1,,,,1,,,,,
68e376082c48416419f4aefa,5,,,,,,,,,,
68e377532c48416419f4aeff,7,,1,,,,,,,,
68e377cc2c48416419f4af02,2,,1,1,1,,,3,1,,
68e378c52c48416419f4af0a,11,,,,,2,,,,,
68e378cc2c48416419f4af0b,11,,,,,2,,,,,
68e3795d2c48416419f4af0e,5,,,,,,,,,,
68e3797a2c48416419f4af0f,3,1,1,,,,1,,,,
68e37b5e2c48416419f4af18,10,6,,3,3,3,,,,,
68e37b752c48416419f4af19,1,,,,,,,,,,
68e37bd22c48416419f4af1d,3,,,,,1,1,1,,,
68e37c352c48416419f4af1e,7,,,1,1,2,,,,,
68e37c7f2c48416419f4af21,5,,1,,,,,,,,
68e37d0d2c48416419f4af25,11,,,1,1,,,2,,,
68e37e7d2c48416419f4af31,2,,1,,,,,,,,
68e37e8d2c48416419f4af32,10,,,,,2,,,,,
68e37f712c48416419f4af3d,11,,1,,,,,,,,
68e37f862c48416419f4af3e,0,1,1,1,1,1,,2,1,,
68e3800a2c48416419f4af41,6,,,1,1,2,,,,,
68e3806f2c48416419f4af45,11,,1,3,3,1,,,,,
68e380972c48416419f4af49,9,,,,,,,,,,
68e3811b2c48416419f4af4e,4,,,,,,,1,,,
68e3812d2c48416419f4af50,9,,,,,,,,,,
68e381602c48416419f4af51,5,1,,,,,,,,,
68e381972c48416419f4af54,3,,,,,1,,,,,
68e382032c48416419f4af57,9,,,,,,,,,,
68e382192c48416419f4af58,3,,,,,,,,,,
68e383042c48416419f4af5f,9,,1,,,,,,,,
68e383292c48416419f4af61,4,,1,2,2,,,,,,1
68e3834b2c48416419f4af63,10,,,,,,,,,,
68e3835f2c48416419f4af65,14,2,1,1,2,,,,1,,
68e3841e2c48416419f4af6a,3,1,,2,2,,,,,,
68e3849a2c48416419f4af6b,9,1,,1,1,,,,,,
68e384e02c48416419f4af6d,3,,,,,,,1,,,
68e384f62c48416419f4af6e,9,,,,,1,,,,,
68e384ff2c48416419f4af6f,7,1,1,1,1,,1,,,,
68e3850a2c48416419f4af70,2,2,,,,,,,,,
68e385c52c48416419f4af7a,4,1,,1,1,,,,,,
68e386892c48416419f4af80,3,,1,,,,,,,,
68e386eb2c48416419f4af86,1,,1,,,,,1,,,
68e387672c48416419f4af8a,12,2,2,1,1,,,,,,
68e388252c48416419f4af97,7,,1,,,,,,,,
68e3882e2c48416419f4af98,2,,,,,,,,,,
68e388322c48416419f4af99,0,,,,,,,,,,
68e3889e2c48416419f4afa0,3,,1,,,2,,,,,
68e388e02c48416419f4afa3,9,,,1,1,,,,,,
68e388e02c48416419f4afa4,5,,,,,1,,1,,,
68e389032c48416419f4afa6,14,1,,4,4,,,,,,
68e3890f2c48416419f4afa8,1,,1,4,4,,,1,1,,
68e3895f2c48416419f4afac,5,,1,1,1,,,,,,
68e389852c48416419f4afaf,6,,1,,1,,1,,,,
68e389f42c48416419f4afb4,6,,,,,1,1,,,,
68e38a312c48416419f4afb7,9,1,,,,,,1,,,
68e38a6f2c48416419f4afb9,4,1,,,,,,1,,,
68e38aa32c48416419f4afbd,6,,,,,1,,1,,,
68e38ad42c48416419f4afc1,5,,1,,,,,,,,
68e38afe2c48416419f4afc6,3,,1,,,,,,,,
68e38bb12c48416419f4afcf,1,,1,,,,,,,,
68e38bec2c48416419f4afd0,6,1,,,,,,1,,,1
68e38bf62c48416419f4afd1,5,1,1,1,1,,,,,,
68e38c712c48416419f4afd6,4,,1,1,1,,,,,,
68e38cc52c48416419f4afd9,6,,1,,,,1,,,,
68e38cd82c48416419f4afda,1,,1,,,,,1,,,
68e38cea2c48416419f4afdb,6,,,,,,,,,,
68e38d272c48416419f4afdd,4,,,2,1,,,1,,,
68e38dfc2c48416419f4afe3,9,,,,,,,,,,
68e38e522c48416419f4afe8,4,,1,,,,,,,,
68e38f622c48416419f4aff8,10,,2,1,1,,,,,,
68e38f722c48416419f4affa,1,,,,,,,,,,
68e38f982c48416419f4affe,11,,,,,1,,,,,
68e390202c48416419f4b001,18,1,,,1,,,,,,
68e390932c48416419f4b006,7,1,,1,1,,,,,,
68e390a32c48416419f4b008,6,,1,1,1,,1,,,,
68e3923b2c48416419f4b016,2,,1,1,1,1,1,1,,,
68e392562c48416419f4b019,4,,,1,1,,,,1,,
68e392dc2c48416419f4b022,15,,1,1,1,,,,1,,
68e393332c48416419f4b026,4,,,1,1,,,,,,
68e3935b2c48416419f4b028,1,,1,,,,,1,,,
