anon_user,constraints_found,out_of
68e2f1f82c48416419f4ace8,3,5
68e2f2e52c48416419f4aceb,3,5
68e2f32c2c48416419f4acec,0,5
68e2f34e2c48416419f4aced,1,5
68e2f6582c48416419f4acf1,0,5
68e2f66c2c48416419f4acf2,3,5
68e2f6ce2c48416419f4acf5,0,5
68e2f8262c48416419f4acfa,2,5
68e2fc262c48416419f4ad03,2,5
68e2fd132c48416419f4ad05,1,5
68e2fd202c48416419f4ad06,1,5
68e2ffd82c48416419f4ad08,5,5
68e300592c48416419f4ad0a,0,5
68e302af2c48416419f4ad11,0,5
68e302af2c48416419f4ad12,1,5
68e303352c48416419f4ad16,3,5
68e303ce2c48416419f4ad1a,2,5
68e3059b2c48416419f4ad1d,2,5
68e306792c48416419f4ad24,1,5
68e307672c48416419f4ad27,1,5
68e308242c48416419f4ad2e,0,5
68e308312c48416419f4ad2f,2,5
68e308c22c48416419f4ad31,3,5
68e309062c48416419f4ad35,2,5
68e30a082c48416419f4ad38,3,5
68e30ba72c48416419f4ad41,2,5
68e30c1f2c48416419f4ad44,1,5
68e30c382c48416419f4ad45,3,5
68e30c9c2c48416419f4ad48,5,5
68e30ca72c48416419f4ad49,2,5
68e30ea32c48416419f4ad53,3,5
68e30fe62c48416419f4ad5a,2,5
68e3100b2c48416419f4ad5b,3,5
68e312322c48416419f4ad64,1,5
68e313302c48416419f4ad6a,5,5
68e313452c48416419f4ad6b,0,5
68e314372c48416419f4ad6f,2,5
68e3143d2c48416419f4ad70,3,5
68e314442c48416419f4ad71,2,5
68e3147a2c48416419f4ad72,1,5
68e315a12c48416419f4ad76,0,5
68e316112c48416419f4ad77,1,5
68e318932c48416419f4ad82,0,5
68e319cb2c48416419f4ad87,1,5
68e31a212c48416419f4ad89,2,5
68e31bb72c48416419f4ad8e,0,5
68e31d1f2c48416419f4ad93,4,5
68e31e2b2c48416419f4ad95,4,5
68e31f072c48416419f4ad99,2,5
68e31f5b2c48416419f4ad9a,3,5
68e3227d2c48416419f4ada0,2,5
68e3268b2c48416419f4adaa,3,5
68e327862c48416419f4adad,3,5
68e3279c2c48416419f4adaf,0,5
68e328052c48416419f4adb1,2,5
68e329cd2c48416419f4adb7,2,5
68e32aaa2c48416419f4adb8,2,5
68e32ce92c48416419f4adbf,1,5
68e32d452c48416419f4adc1,0,5
68e32d8a2c48416419f4adc2,3,5
68e332ba2c48416419f4adcf,1,5
68e333132c48416419f4add1,1,5
68e334352c48416419f4add6,3,5
68e335302c48416419f4addc,0,5
68e3365f2c48416419f4ade1,1,5
68e3369a2c48416419f4ade3,1,5
68e3389a2c48416419f4ade8,4,5
68e339aa2c48416419f4adee,1,5
68e339b12c48416419f4adef,3,5
68e339fc2c48416419f4adf1,1,5
68e33a192c48416419f4adf3,0,5
68e33a512c48416419f4adf5,1,5
68e33a592c48416419f4adf7,0,5
68e33b642c48416419f4adfd,2,5
68e33b772c48416419f4adff,0,5
68e33b902c48416419f4ae00,1,5
68e33bc62c48416419f4ae03,2,5
68e33c022c48416419f4ae05,4,5
68e33d152c48416419f4ae0a,4,5
68e33d612c48416419f4ae0e,3,5
68e33dae2c48416419f4ae10,1,5
68e33e5c2c48416419f4ae13,4,5
68e33e882c48416419f4ae15,1,5
68e33fa72c48416419f4ae1c,3,5
68e33fad2c48416419f4ae1d,0,5
68e341702c48416419f4ae24,2,5
68e342512c48416419f4ae2b,3,5
68e342962c48416419f4ae2c,3,5
68e344662c48416419f4ae34,4,5
68e345e32c48416419f4ae39,0,5
68e3469f2c48416419f4ae3b,3,5
68e34a872c48416419f4ae45,1,5
68e34ac92c48416419f4ae46,0,5
68e34b462c48416419f4ae48,5,5
68e34ff12c48416419f4ae53,3,5
68e350c82c48416419f4ae56,1,5
68e351622c48416419f4ae59,0,5
68e351b02c48416419f4ae5a,1,5
68e3521f2c48416419f4ae5d,3,5
68e3538b2c48416419f4ae63,2,5
68e354972c48416419f4ae68,4,5
68e358e42c48416419f4ae75,3,5
68e359742c48416419f4ae77,0,5
68e3597a2c48416419f4ae78,2,5
68e359da2c48416419f4ae79,0,5
68e35a9a2c48416419f4ae7c,4,5
68e35c132c48416419f4ae80,1,5
68e35f1e2c48416419f4ae85,0,5
68e35f4b2c48416419f4ae87,4,5
68e35ffb2c48416419f4ae88,1,5
68e360942c48416419f4ae8a,3,5
68e363d92c48416419f4ae90,1,5
68e3641a2c48416419f4ae93,2,5
68e364962c48416419f4ae95,2,5
68e3652a2c48416419f4ae98,3,5
68e365672c48416419f4ae99,2,5
68e366112c48416419f4ae9a,3,5
68e366e42c48416419f4aea0,4,5
68e367bd2c48416419f4aea6,2,5
68e367f32c48416419f4aea7,1,5
68e368492c48416419f4aeab,2,5
68e368802c48416419f4aead,0,5
68e368952c48416419f4aeaf,2,5
68e368e92c48416419f4aeb0,0,5
68e369c32c48416419f4aeb2,2,5
68e369f12c48416419f4aeb3,0,5
68e36a4d2c48416419f4aeb4,2,5
68e36a992c48416419f4aeb5,0,5
68e36c4e2c48416419f4aebe,0,5
68e36ecc2c48416419f4aec9,0,5
68e36f8c2c48416419f4aecf,1,5
68e36fd62c48416419f4aed3,3,5
68e3711c2c48416419f4aedb,0,5
68e371822c48416419f4aedd,2,5
68e371a22c48416419f4aee0,0,5
68e373182c48416419f4aee7,3,5
68e373232c48416419f4aee9,3,5
68e375362c48416419f4aef2,3,5
68e375f72c48416419f4aef9,2,5
68e376082c48416419f4aefa,0,5
68e377532c48416419f4aeff,1,5
68e377cc2c48416419f4af02,4,5
68e378c52c48416419f4af0a,1,5
68e378cc2c48416419f4af0b,1,5
68e3795d2c48416419f4af0e,0,5
68e3797a2c48416419f4af0f,3,5
68e37b5e2c48416419f4af18,2,5
68e37b752c48416419f4af19,0,5
68e37bd22c48416419f4af1d,3,5
68e37c352c48416419f4af1e,2,5
68e37c7f2c48416419f4af21,1,5
68e37d0d2c48416419f4af25,3,5
68e37e7d2c48416419f4af31,1,5
68e37e8d2c48416419f4af32,1,5
68e37f712c48416419f4af3d,1,5
68e37f862c48416419f4af3e,4,5
68e3800a2c48416419f4af41,2,5
68e3806f2c48416419f4af45,3,5
68e380972c48416419f4af49,0,5
68e3811b2c48416419f4af4e,1,5
68e3812d2c48416419f4af50,0,5
68e381602c48416419f4af51,1,5
68e381972c48416419f4af54,1,5
68e382032c48416419f4af57,0,5
68e382192c48416419f4af58,0,5
68e383042c48416419f4af5f,1,5
68e383292c48416419f4af61,3,5
68e3834b2c48416419f4af63,0,5
68e3835f2c48416419f4af65,4,5
68e3841e2c48416419f4af6a,2,5
68e3849a2c48416419f4af6b,2,5
68e384e02c48416419f4af6d,1,5
68e384f62c48416419f4af6e,1,5
68e384ff2c48416419f4af6f,4,5
68e3850a2c48416419f4af70,1,5
68e385c52c48416419f4af7a,2,5
68e386892c48416419f4af80,1,5
68e386eb2c48416419f4af86,2,5
68e387672c48416419f4af8a,3,5
68e388252c48416419f4af97,1,5
68e3882e2c48416419f4af98,0,5
68e388322c48416419f4af99,0,5
68e3889e2c48416419f4afa0,2,5
68e388e02c48416419f4afa3,2,5
68e388e02c48416419f4afa4,2,5
68e389032c48416419f4afa6,2,5
68e3890f2c48416419f4afa8,4,5
68e3895f2c48416419f4afac,3,5
68e389852c48416419f4afaf,3,5
68e389f42c48416419f4afb4,2,5
68e38a312c48416419f4afb7,2,5
68e38a6f2c48416419f4afb9,2,5
68e38aa32c48416419f4afbd,2,5
68e38ad42c48416419f4afc1,1,5
68e38afe2c48416419f4afc6,1,5
68e38bb12c48416419f4afcf,1,5
68e38bec2c48416419f4afd0,3,5
68e38bf62c48416419f4afd1,3,5
68e38c712c48416419f4afd6,3,5
68e38cc52c48416419f4afd9,2,5
68e38cd82c48416419f4afda,2,5
68e38cea2c48416419f4afdb,0,5
68e38d272c48416419f4afdd,3,5
68e38dfc2c48416419f4afe3,0,5
68e38e522c48416419f4afe8,1,5
68e38f622c48416419f4aff8,3,5
68e38f722c48416419f4affa,0,5
68e38f982c48416419f4affe,1,5
68e390202c48416419f4b001,1,5
68e390932c48416419f4b006,2,5
68e390a32c48416419f4b008,4,5
68e3923b2c48416419f4b016,5,5
68e392562c48416419f4b019,3,5
68e392dc2c48416419f4b022,4,5
68e393332c48416419f4b026,2,5
68e3935b2c48416419f4b028,2,5
68e393852c48416419f4b02a,0,5
68e393892c48416419f4b02b,3,5
68e393c12c48416419f4b02e,0,5
68e393c42c48416419f4b02f,3,5
68e393e82c48416419f4b032,0,5
68e393f62c48416419f4b035,0,5
68e3941f2c48416419f4b036,5,5
68e394442c48416419f4b038,2,5
68e3945e2c48416419f4b03a,1,5
68e3945f2c48416419f4b03b,3,5
68e3953b2c48416419f4b047,2,5
68e396182c48416419f4b04c,2,5
68e397af2c48416419f4b055,0,5
68e397e12c48416419f4b058,3,5
68e3983a2c48416419f4b05a,0,5
68e3994c2c48416419f4b062,1,5
68e399672c48416419f4b064,0,5
68e399b52c48416419f4b066,0,5
68e399ba2c48416419f4b067,3,5
68e399d02c48416419f4b068,2,5
68e399e32c48416419f4b06a,0,5
68e39a472c48416419f4b06b,1,5
68e39b112c48416419f4b076,0,5
68e39bed2c48416419f4b07d,0,5
68e39df92c48416419f4b08c,3,5
68e39ec62c48416419f4b093,0,5
68e39f2b2c48416419f4b097,0,5
68e39f7b2c48416419f4b09a,0,5
68e39fba2c48416419f4b09b,2,5
68e39fc92c48416419f4b09c,2,5
68e39ff42c48416419f4b09d,0,5
68e3a0ed2c48416419f4b0a0,2,5
68e46a288ccc0a418eb5ea99,0,5
